"condition","init","percent_bias","where_bias","level_bias","who_biased","size_net","rewire","mean_cond","std_cond"
"6",5,20,7,"random","none",150,0.1,0.0577877882532967,0.0227595982643159
"6",5,20,7,"random","none",150,0.9,0.0556603943183134,0.012547024069286
"6",20,0,NA,"none","none",150,0.1,0.033240347220076,0.0135857743691442
"6",20,0,NA,"none","none",150,0.9,0.0329358435616443,0.00777892630505332
"6",20,20,7,"highest","centbet",150,0.1,0.0305729004876205,0.0135952995321593
"6",20,20,7,"highest","centbet",150,0.9,0.029588906302248,0.00767373635313998
"6",20,20,7,"highest","centclos",150,0.1,0.0301334473272883,0.0131669244438561
"6",20,20,7,"highest","centclos",150,0.9,0.0289492741062729,0.00695336887436645
"6",20,20,7,"highest","centeigen",150,0.1,0.0298597720556925,0.0128428098303685
"6",20,20,7,"highest","centeigen",150,0.9,0.0297484229088652,0.00733363918050683
"6",20,20,7,"highest","cluscoeff",150,0.1,0.0299002356010685,0.0125915624533796
"6",20,20,7,"highest","cluscoeff",150,0.9,0.0302216746978842,0.00789967766402644
"6",20,20,7,"highest","degree",150,0.1,0.0306584511125242,0.0131963266289288
"6",20,20,7,"highest","degree",150,0.9,0.0295322792345793,0.00748906618270777
"6",20,20,7,"lowest","centbet",150,0.1,0.0297538326860966,0.012281852231152
"6",20,20,7,"lowest","centbet",150,0.9,0.030648152419633,0.00739112459865324
"6",20,20,7,"lowest","centclos",150,0.1,0.0302635587934081,0.0126075939218875
"6",20,20,7,"lowest","centclos",150,0.9,0.0308444445891221,0.00829287600741711
"6",20,20,7,"lowest","centeigen",150,0.1,0.0304695084343561,0.0134972653350398
"6",20,20,7,"lowest","centeigen",150,0.9,0.0313465242882444,0.00814524919085416
"6",20,20,7,"lowest","cluscoeff",150,0.1,0.0303862327219938,0.0131457989660577
"6",20,20,7,"lowest","cluscoeff",150,0.9,0.0301899820460228,0.00751686928149351
"6",20,20,7,"lowest","degree",150,0.1,0.0301163788724812,0.0135168673468292
"6",20,20,7,"lowest","degree",150,0.9,0.0310207327656893,0.00776204662816805
"6",20,20,7,"random","none",150,0.1,0.0304691779234299,0.0128445029877441
"6",20,20,7,"random","none",150,0.9,0.0296030100395212,0.00733390331080624
"7",0,0,NA,"none","none",150,0.1,0.0984688623267976,0.0368898664939976
"7",0,0,NA,"none","none",150,0.9,0.0983043474936875,0.0188468285243592
"7",0,20,7,"highest","centbet",150,0.1,0.269030237530461,0.0742212565483312
"7",0,20,7,"highest","centbet",150,0.9,0.310079179120264,0.031615740155339
"7",0,20,7,"highest","centclos",150,0.1,0.25414158693881,0.104740724516965
"7",0,20,7,"highest","centclos",150,0.9,0.298975432982866,0.037670687236617
"7",0,20,7,"highest","centeigen",150,0.1,0.248190959410458,0.132014113185155
"7",0,20,7,"highest","centeigen",150,0.9,0.296384799668957,0.0441099179491231
"7",0,20,7,"highest","cluscoeff",150,0.1,0.258008456003921,0.0800211679753033
"7",0,20,7,"highest","cluscoeff",150,0.9,0.271427417691083,0.042164510061153
"7",0,20,7,"highest","degree",150,0.1,0.283116628196173,0.0713252906062807
"7",0,20,7,"highest","degree",150,0.9,0.309810209034867,0.0338924654611327
"7",0,20,7,"lowest","centbet",150,0.1,0.247026846191243,0.083389415564935
"7",0,20,7,"lowest","centbet",150,0.9,0.226725680073258,0.0299336067108596
"7",0,20,7,"lowest","centclos",150,0.1,0.238117336841155,0.142612282853719
"7",0,20,7,"lowest","centclos",150,0.9,0.227664141575482,0.0394223584200778
"7",0,20,7,"lowest","centeigen",150,0.1,0.231839489847979,0.143433276888723
"7",0,20,7,"lowest","centeigen",150,0.9,0.224667270672191,0.0427706272763564
"7",0,20,7,"lowest","cluscoeff",150,0.1,0.264175954708963,0.0828296553843744
"7",0,20,7,"lowest","cluscoeff",150,0.9,0.264135678378327,0.0339993652827404
"7",0,20,7,"lowest","degree",150,0.1,0.248681918829966,0.0682722981447605
"7",0,20,7,"lowest","degree",150,0.9,0.229659111626853,0.0304055382089953
"7",0,20,7,"random","none",150,0.1,0.269587586826637,0.0731512850777308
"7",0,20,7,"random","none",150,0.9,0.264441593387517,0.0326826376747147
"7",5,0,NA,"none","none",150,0.1,0.0687638834304259,0.0261044356637984
"7",5,0,NA,"none","none",150,0.9,0.065865361965361,0.013912009576354
"7",5,20,7,"highest","centbet",150,0.1,0.209831129851964,0.0629466460398513
"7",5,20,7,"highest","centbet",150,0.9,0.24083980356217,0.0261364558260244
"7",5,20,7,"highest","centclos",150,0.1,0.197537297662086,0.0923707474655267
"7",5,20,7,"highest","centclos",150,0.9,0.230588378910524,0.0315434001352054
"7",5,20,7,"highest","centeigen",150,0.1,0.196699572656471,0.119157518783073
"7",5,20,7,"highest","centeigen",150,0.9,0.228090257081288,0.0377417100840222
"7",5,20,7,"highest","cluscoeff",150,0.1,0.197991418251796,0.0678316642293054
"7",5,20,7,"highest","cluscoeff",150,0.9,0.212452500313422,0.0345138193461579
"7",5,20,7,"highest","degree",150,0.1,0.221522229468844,0.0615084822055471
"7",5,20,7,"highest","degree",150,0.9,0.240905154497749,0.0279942356385897
"7",5,20,7,"lowest","centbet",150,0.1,0.191847493518115,0.0701971368566676
"7",5,20,7,"lowest","centbet",150,0.9,0.175686793065353,0.0249165291183469
"7",5,20,7,"lowest","centclos",150,0.1,0.187533239682362,0.122415655318794
"7",5,20,7,"lowest","centclos",150,0.9,0.172155640706152,0.0324287912724244
"7",5,20,7,"lowest","centeigen",150,0.1,0.181618092670411,0.125979018435089
"7",5,20,7,"lowest","centeigen",150,0.9,0.172707311550389,0.0375529442558608
"7",5,20,7,"lowest","cluscoeff",150,0.1,0.204360217799165,0.0724124761448793
"7",5,20,7,"lowest","cluscoeff",150,0.9,0.202745440850637,0.0302746337148361
"7",5,20,7,"lowest","degree",150,0.1,0.191033928021003,0.0571586712453722
"7",5,20,7,"lowest","degree",150,0.9,0.172634627420743,0.0257737465878485
"7",5,20,7,"random","none",150,0.1,0.204982140773267,0.0652099435507108
"7",5,20,7,"random","none",150,0.9,0.207535119568267,0.0297137059103249
"7",20,0,NA,"none","none",150,0.1,0.0332271952272501,0.0141827302317415
"7",20,0,NA,"none","none",150,0.9,0.033660448953289,0.00827626371356985
"7",20,20,7,"highest","centbet",150,0.1,0.130587556668403,0.0452791988089954
"7",20,20,7,"highest","centbet",150,0.9,0.146479871337639,0.0204115964632151
"7",20,20,7,"highest","centclos",150,0.1,0.122938035583072,0.0647913550846667
"7",20,20,7,"highest","centclos",150,0.9,0.144325341379786,0.0235415740986459
"7",20,20,7,"highest","centeigen",150,0.1,0.12422567741722,0.0848500481784971
"7",20,20,7,"highest","centeigen",150,0.9,0.141871207663834,0.0278833387174139
"7",20,20,7,"highest","cluscoeff",150,0.1,0.121262994467724,0.0478184382004969
"7",20,20,7,"highest","cluscoeff",150,0.9,0.127888493439839,0.0273532085729265
"7",20,20,7,"highest","degree",150,0.1,0.133638341033789,0.0435445333890787
"7",20,20,7,"highest","degree",150,0.9,0.148632122326348,0.0205531632125326
"7",20,20,7,"lowest","centbet",150,0.1,0.118122713989042,0.0496917150902589
"7",20,20,7,"lowest","centbet",150,0.9,0.10489938556164,0.0178367842653894
"7",20,20,7,"lowest","centclos",150,0.1,0.116447292345395,0.0897619500366574
"7",20,20,7,"lowest","centclos",150,0.9,0.105151662201629,0.0244884412057199
"7",20,20,7,"lowest","centeigen",150,0.1,0.114540428933697,0.0931852824274895
"7",20,20,7,"lowest","centeigen",150,0.9,0.106890842026192,0.0284978802182954
"7",20,20,7,"lowest","cluscoeff",150,0.1,0.126408083333369,0.0490485225005563
"7",20,20,7,"lowest","cluscoeff",150,0.9,0.124963500773172,0.0219165556536422
"7",20,20,7,"lowest","degree",150,0.1,0.115220704054268,0.0388233214986363
"7",20,20,7,"lowest","degree",150,0.9,0.105713796372153,0.0191017245406803
"7",20,20,7,"random","none",150,0.1,0.124233494452568,0.0436112555752324
"7",20,20,7,"random","none",150,0.9,0.126205311858167,0.0219204695371571
"8",0,0,NA,"none","none",150,0.1,0.101309580706125,0.0360556566918943
"8",0,0,NA,"none","none",150,0.9,0.0997888160458901,0.019001856805521
"8",0,20,7,"highest","centbet",150,0.1,0.0810464118807749,0.0318087771414889
"8",0,20,7,"highest","centbet",150,0.9,0.0754853076614141,0.0160504261471408
"8",0,20,7,"highest","centclos",150,0.1,0.0835432921579207,0.0356502377381817
"8",0,20,7,"highest","centclos",150,0.9,0.0773089562253166,0.0167994553086626
"8",0,20,7,"highest","centeigen",150,0.1,0.0830643978900555,0.0348963071437706
"8",0,20,7,"highest","centeigen",150,0.9,0.0786516926020078,0.0157430432382315
"8",0,20,7,"highest","cluscoeff",150,0.1,0.081841546136591,0.0297186914926964
"8",0,20,7,"highest","cluscoeff",150,0.9,0.0790946511467222,0.0160432010284803
"8",0,20,7,"highest","degree",150,0.1,0.0808508449213838,0.0311314079821993
"8",0,20,7,"highest","degree",150,0.9,0.0765072830296637,0.0158685354164327
"8",0,20,7,"lowest","centbet",150,0.1,0.0856381558893231,0.0316813579222593
"8",0,20,7,"lowest","centbet",150,0.9,0.0854319426242753,0.0173101800608189
"8",0,20,7,"lowest","centclos",150,0.1,0.0839899235280683,0.0345105128385407
"8",0,20,7,"lowest","centclos",150,0.9,0.087395353085499,0.0182817021363826
"8",0,20,7,"lowest","centeigen",150,0.1,0.084539174981509,0.0335690938689217
"8",0,20,7,"lowest","centeigen",150,0.9,0.0879671086033669,0.0175106658872309
"8",0,20,7,"lowest","cluscoeff",150,0.1,0.0820883290861125,0.0326109430807082
"8",0,20,7,"lowest","cluscoeff",150,0.9,0.0812782148969735,0.0167241241022239
"8",0,20,7,"lowest","degree",150,0.1,0.0851302181111786,0.0328435671235908
"8",0,20,7,"lowest","degree",150,0.9,0.0858385188741131,0.0177096696257175
"8",0,20,7,"random","none",150,0.1,0.0804588685558863,0.0296423200085366
"8",0,20,7,"random","none",150,0.9,0.0817472170651068,0.0162634790699134
"8",5,0,NA,"none","none",150,0.1,0.0664222246728466,0.025258862020908
"8",5,0,NA,"none","none",150,0.9,0.0678456289647496,0.0147750423209467
"8",5,20,7,"highest","centbet",150,0.1,0.0564661717284375,0.0225256586138031
"8",5,20,7,"highest","centbet",150,0.9,0.0544910223020422,0.0123676291985912
"8",5,20,7,"highest","centclos",150,0.1,0.0578083224918572,0.0240285885403308
"8",5,20,7,"highest","centclos",150,0.9,0.0539328955708921,0.0122251586390603
"8",5,20,7,"highest","centeigen",150,0.1,0.0552755623799718,0.0234893731696816
"8",5,20,7,"highest","centeigen",150,0.9,0.0558396235678921,0.0127434347646976
"8",5,20,7,"highest","cluscoeff",150,0.1,0.0571004911347518,0.0219472891919371
"8",5,20,7,"highest","cluscoeff",150,0.9,0.0571412723010325,0.0128790572008517
"8",5,20,7,"highest","degree",150,0.1,0.0554655792726711,0.0223105834446904
"8",5,20,7,"highest","degree",150,0.9,0.0535985405806452,0.0113702822179117
"8",5,20,7,"lowest","centbet",150,0.1,0.057715480240479,0.0222804825567117
"8",5,20,7,"lowest","centbet",150,0.9,0.0578849759686346,0.0128276107643697
"8",5,20,7,"lowest","centclos",150,0.1,0.0580229614812461,0.0228933217518124
"8",5,20,7,"lowest","centclos",150,0.9,0.0574628519053161,0.0137511723949371
"8",5,20,7,"lowest","centeigen",150,0.1,0.0587394522769073,0.0237472492254758
"8",5,20,7,"lowest","centeigen",150,0.9,0.0571948952573208,0.0126923376878074
"8",5,20,7,"lowest","cluscoeff",150,0.1,0.0566248705748868,0.0238189179934527
"8",5,20,7,"lowest","cluscoeff",150,0.9,0.0560639440021664,0.0124441878145434
"8",5,20,7,"lowest","degree",150,0.1,0.0587033588843557,0.0229270102571194
"8",5,20,7,"lowest","degree",150,0.9,0.0588991388067354,0.0129827618365895
"8",5,20,7,"random","none",150,0.1,0.0567108846376908,0.0223176905414832
"8",5,20,7,"random","none",150,0.9,0.0563630396547851,0.0115313840855173
"8",20,0,NA,"none","none",150,0.1,0.0329187361903815,0.013633201267154
"8",20,0,NA,"none","none",150,0.9,0.0341858137243566,0.00832695512227158
"8",20,20,7,"highest","centbet",150,0.1,0.030174934929494,0.0131468951270314
"8",20,20,7,"highest","centbet",150,0.9,0.0295258446516826,0.00710068441727851
"8",20,20,7,"highest","centclos",150,0.1,0.0297204115480747,0.0132955653628028
"8",20,20,7,"highest","centclos",150,0.9,0.0300501671528211,0.00732343341046718
"8",20,20,7,"highest","centeigen",150,0.1,0.0305791521693089,0.0133771242480065
"8",20,20,7,"highest","centeigen",150,0.9,0.0293062095488644,0.00710451114738408
"8",20,20,7,"highest","cluscoeff",150,0.1,0.029641043714786,0.0130633502648748
"8",20,20,7,"highest","cluscoeff",150,0.9,0.029974390228701,0.00761538286495823
"8",20,20,7,"highest","degree",150,0.1,0.0291024126771942,0.0122595342651269
"8",20,20,7,"highest","degree",150,0.9,0.0294814758047673,0.00687411148919841
"8",20,20,7,"lowest","centbet",150,0.1,0.0300626966884254,0.0126874499338725
"8",20,20,7,"lowest","centbet",150,0.9,0.0312059737703881,0.00804416403521096
"8",20,20,7,"lowest","centclos",150,0.1,0.0297533741769356,0.0128143920160587
"8",20,20,7,"lowest","centclos",150,0.9,0.0307749227893654,0.00757938079809621
"8",20,20,7,"lowest","centeigen",150,0.1,0.0315846501082088,0.0134348648181014
"8",20,20,7,"lowest","centeigen",150,0.9,0.0305282218803721,0.00782836446983145
"8",20,20,7,"lowest","cluscoeff",150,0.1,0.0303009029933522,0.013321401004385
"8",20,20,7,"lowest","cluscoeff",150,0.9,0.0303057448617805,0.00700715997543368
"8",20,20,7,"lowest","degree",150,0.1,0.0306037190754844,0.0130619355717398
"8",20,20,7,"lowest","degree",150,0.9,0.0308308415030242,0.00749268714525369
"8",20,20,7,"random","none",150,0.1,0.0299368137907328,0.0130851989825524
"8",20,20,7,"random","none",150,0.9,0.0291965877499597,0.00738174785913775
"9",0,0,NA,"none","none",150,0.1,0.100646229455733,0.0374696589320616
"9",0,0,NA,"none","none",150,0.9,0.0987913259758562,0.0196527825862102
"9",0,20,7,"highest","centbet",150,0.1,0.0806647673644375,0.0320370054122698
"9",0,20,7,"highest","centbet",150,0.9,0.0760731570513304,0.015400800877542
"9",0,20,7,"highest","centclos",150,0.1,0.0811400330559106,0.0327283051477175
"9",0,20,7,"highest","centclos",150,0.9,0.0765373687934587,0.0168806214165233
"9",0,20,7,"highest","centeigen",150,0.1,0.0816640874429244,0.033571886096963
"9",0,20,7,"highest","centeigen",150,0.9,0.0786706272251289,0.01680339220651
"9",0,20,7,"highest","cluscoeff",150,0.1,0.0826069826887352,0.0310694144393387
"9",0,20,7,"highest","cluscoeff",150,0.9,0.0836892655929867,0.0186268208916769
"9",0,20,7,"highest","degree",150,0.1,0.0780880348889225,0.0285538015861245
"9",0,20,7,"highest","degree",150,0.9,0.0744679079570403,0.015827587376585
"9",0,20,7,"lowest","centbet",150,0.1,0.0829923010392721,0.0309600179748748
"9",0,20,7,"lowest","centbet",150,0.9,0.0861405517033248,0.0175559055226111
"9",0,20,7,"lowest","centclos",150,0.1,0.0832921559438536,0.0332226696479571
"9",0,20,7,"lowest","centclos",150,0.9,0.0877201063399533,0.0171176924571583
"9",0,20,7,"lowest","centeigen",150,0.1,0.0852318855314252,0.0340090476833164
"9",0,20,7,"lowest","centeigen",150,0.9,0.0852953990760314,0.0177110492345713
"9",0,20,7,"lowest","cluscoeff",150,0.1,0.0804287072771326,0.0329569149059599
"9",0,20,7,"lowest","cluscoeff",150,0.9,0.0815303110019326,0.0170937029917604
"9",0,20,7,"lowest","degree",150,0.1,0.0831613457185375,0.0317259309807032
"9",0,20,7,"lowest","degree",150,0.9,0.0895517304532894,0.0181901298607036
"9",0,20,7,"random","none",150,0.1,0.0795495627762608,0.0311482840798442
"9",0,20,7,"random","none",150,0.9,0.0843254918937279,0.0168711847568579
"9",5,0,NA,"none","none",150,0.1,0.0645067797184862,0.0244849381692288
"9",5,0,NA,"none","none",150,0.9,0.0670890004293827,0.0138964357648165
"9",5,20,7,"highest","centbet",150,0.1,0.0565319927491972,0.0231486390662822
"9",5,20,7,"highest","centbet",150,0.9,0.0531980012536723,0.011548786453087
"9",5,20,7,"highest","centclos",150,0.1,0.0583729832355143,0.0245835419118628
"9",5,20,7,"highest","centclos",150,0.9,0.0557342531094642,0.0130737313555081
"9",5,20,7,"highest","centeigen",150,0.1,0.0569549773563535,0.0240400612082459
"9",5,20,7,"highest","centeigen",150,0.9,0.0543988869642076,0.0127287672976528
"9",5,20,7,"highest","cluscoeff",150,0.1,0.0583252629690437,0.0234450737900175
"9",5,20,7,"highest","cluscoeff",150,0.9,0.0564424673959262,0.012517484353534
"9",5,20,7,"highest","degree",150,0.1,0.0559941245048092,0.0216463388374972
"9",5,20,7,"highest","degree",150,0.9,0.0549450310914979,0.0126238122343899
"9",5,20,7,"lowest","centbet",150,0.1,0.0578818571223876,0.0216478356983922
"9",5,20,7,"lowest","centbet",150,0.9,0.0583253687197319,0.0134636540777755
"9",5,20,7,"lowest","centclos",150,0.1,0.0592456040019564,0.024328115392674
"9",5,20,7,"lowest","centclos",150,0.9,0.0579666305745758,0.0131131108601217
"9",5,20,7,"lowest","centeigen",150,0.1,0.0582700038356118,0.0252909472757228
"9",5,20,7,"lowest","centeigen",150,0.9,0.060028329745543,0.0125381746762303
"9",5,20,7,"lowest","cluscoeff",150,0.1,0.0557005832630555,0.023009809568057
"9",5,20,7,"lowest","cluscoeff",150,0.9,0.0555686813639434,0.0121743872218002
"9",5,20,7,"lowest","degree",150,0.1,0.059301803746255,0.0243362161302016
"9",5,20,7,"lowest","degree",150,0.9,0.0583689881578967,0.0135842373633233
"9",5,20,7,"random","none",150,0.1,0.0552496534983367,0.0221319856124105
"9",5,20,7,"random","none",150,0.9,0.0585095833001304,0.0132085772987545
"9",20,0,NA,"none","none",150,0.1,0.0335440518094803,0.014123586900634
"9",20,0,NA,"none","none",150,0.9,0.0330906545499851,0.00765268280219622
"9",20,20,7,"highest","centbet",150,0.1,0.0297459865455821,0.0129154543190539
"9",20,20,7,"highest","centbet",150,0.9,0.0294131749555807,0.00726868469985714
"9",20,20,7,"highest","centclos",150,0.1,0.030494603288285,0.0136493263087734
"9",20,20,7,"highest","centclos",150,0.9,0.0290895273976751,0.00759105743224136
"9",20,20,7,"highest","centeigen",150,0.1,0.0300454420120012,0.013200220627014
"9",20,20,7,"highest","centeigen",150,0.9,0.0294371128027834,0.00702418478044716
"9",20,20,7,"highest","cluscoeff",150,0.1,0.0305522790061674,0.0127655326290629
"9",20,20,7,"highest","cluscoeff",150,0.9,0.0296861295761387,0.0074042694795458
"9",20,20,7,"highest","degree",150,0.1,0.029600250846298,0.0131790422854576
"9",20,20,7,"highest","degree",150,0.9,0.028908011800466,0.00693578855601113
"9",20,20,7,"lowest","centbet",150,0.1,0.0308748770114369,0.0132356968572761
"9",20,20,7,"lowest","centbet",150,0.9,0.0296982714804893,0.00769739667700722
"9",20,20,7,"lowest","centclos",150,0.1,0.0309369205846839,0.0128321843962763
"9",20,20,7,"lowest","centclos",150,0.9,0.0304167188243442,0.00730864989136798
"9",20,20,7,"lowest","centeigen",150,0.1,0.030480316798442,0.0130345941668798
"9",20,20,7,"lowest","centeigen",150,0.9,0.0307271030442625,0.00775920649152179
"9",20,20,7,"lowest","cluscoeff",150,0.1,0.029949301387803,0.013262094047365
"9",20,20,7,"lowest","cluscoeff",150,0.9,0.0293258395547991,0.00689097292129324
"9",20,20,7,"lowest","degree",150,0.1,0.0309228646170784,0.0134791261274797
"9",20,20,7,"lowest","degree",150,0.9,0.0317188266348023,0.00772689734728794
"9",20,20,7,"random","none",150,0.1,0.0296501114287295,0.0131412825766768
"9",20,20,7,"random","none",150,0.9,0.029814018739679,0.00739964722130407
